,도로명,총유동인구수,남성유동인구수,여성유동인구수
2030,진황도로47길,5868456,2733216,3135240
2031,진황도로27길,10416526,4902127,5514399
2032,올림픽로98길,7935502,3635243,4300260
2033,올림픽로80길,4172042,1962195,2209845
2034,올림픽로78길,3967534,1863028,2104506
2035,올림픽로77길,5207623,2441732,2765890
2036,올림픽로71길,4935251,2277514,2657737
2037,올림픽로48길,3909593,1816949,2092643
2038,양재대로96길,6470174,3048790,3421384
2039,양재대로95길,9443009,4477712,4965297
2040,양재대로91길,7071778,3369349,3702429
2041,양재대로133길,8044396,3689853,4354544
2042,양재대로124길,8238512,3741778,4496733
2043,양재대로116길,5316856,2450042,2866813
2044,양재대로101길,9762151,4647111,5115040
2045,암사길,8587087,3933566,4653521
2046,성안로3길,4668353,2200856,2467497
2047,성내로5길,8561890,3913051,4648839
2048,상일로5길,1542352,729346,813007
2049,상암로5길,5247532,2434616,2812915
2050,상암로51길,5509927,2470134,3039793
2051,상암로4길,5542281,2614528,2927753
2052,상암로14길,6850462,3179017,3671447
2053,명일로13길,6386658,2949239,3437420
2054,동남로85길,1835310,886166,949144
2055,동남로82길,1030667,498829,531839
2056,동남로65길,1039025,466773,572253
2057,구천면로42길,11648676,5456599,6192079
2058,구천면로41길,10475323,4834872,5640453
2059,구천면로36길,8937060,4212239,4724820
2060,고덕로61길,1987962,957146,1030816
2061,고덕로25길,2250983,1053539,1197444
2062,고덕로10길,6016822,2786448,3230373
2063,강동대로53길,3836156,1919418,1916738
2064,풍성로25길,5913228,2696576,3216652
2065,오금로46길,5848119,2686988,3161132
2066,오금로36길,4076325,1939204,2137121
2067,오금로11길,6737134,3206705,3530429
2068,양재대로72길,3479619,1616729,1862891
2069,양재대로71길,3795172,1800049,1995122
2070,양재대로64길,5131019,2494123,2636897
2071,양재대로62길,3367801,1685674,1682127
2072,송파대로30길,4370081,2199304,2170775
2073,송이로36길,4551513,2167425,2384086
2074,송이로32길,5759926,2723893,3036033
2075,송이로23길,4732243,2228058,2504185
2076,삼전로13길,8068374,3706918,4361457
2077,백제고분로50길,5680821,2637369,3043452
2078,백제고분로46길,5198162,2318795,2879368
2079,백제고분로45길,6001248,2732188,3269059
2080,백제고분로42길,4482966,2009109,2473857
2081,백제고분로39길,4271172,1961955,2309217
2082,백제고분로34길,5444784,2489882,2954904
2083,백제고분로33길,5974155,2719664,3254492
2084,백제고분로32길,4385246,2006997,2378249
2085,백제고분로31길,7207647,3252488,3955161
2086,백제고분로22길,4321324,2001642,2319683
2087,백제고분로21길,5773295,2624864,3148431
2088,마천로51길,4755403,2289693,2465710
2089,동남로20길,5326519,2430015,2896505
2090,거마로20길,5363527,2577968,2785559
2091,학동로77길,4004751,1782402,2222349
2092,학동로6길,4554520,2179021,2375498
2093,학동로56길,5879034,2838674,3040360
2094,학동로38길,3456874,1750403,1706472
2095,테헤란로81길,2494213,1319396,1174817
2096,일원로9길,3569515,1691694,1877820
2097,일원로3길,3853838,1839014,2014824
2098,영동대로65길,4479056,2365592,2113462
2099,영동대로112길,1931231,944771,986459
2100,언주로81길,6508444,3296229,3212216
2101,압구정로2길,3625092,1650464,1974628
2102,선릉로18길,936788,439766,497022
2103,선릉로146길,4422816,1969393,2453423
2104,선릉로133길,4712904,2286048,2426856
2105,선릉로132길,6433845,2956418,3477426
2106,선릉로121길,5085292,2531557,2553735
2107,삼성로75길,7301115,3659469,3641645
2108,삼성로69길,6620864,3289477,3331388
2109,삼성로64길,4108064,2126836,1981229
2110,삼성로63길,6125555,2998662,3126893
2111,삼성로57길,5213720,2540512,2673209
2112,삼성로147길,4070099,1807630,2262468
2113,삼성로115길,4150175,1932725,2217450
2114,봉은사로68길,3821410,1922305,1899106
2115,봉은사로57길,3836763,1883625,1953137
2116,봉은사로43길,5884800,2950982,2933820
2117,봉은사로29길,5810064,2935037,2875028
2118,봉은사로109길,2199144,1058608,1140535
2119,도산대로89길,2851004,1308473,1542530
2120,도산대로81길,2841634,1264653,1576982
2121,도산대로50길,4194284,2012586,2181698
2122,도산대로38길,2449376,1236778,1212599
2123,도산대로30길,2682166,1344256,1337909
2124,도산대로23길,3636803,1687008,1949796
2125,도산대로15길,3827762,1761701,2066060
2126,도곡로37길,6034482,2862188,3172294
2127,논현로8길,2100435,1006496,1093939
2128,논현로63길,4592168,2273314,2318855
2129,논현로28길,2892399,1377347,1515052
2130,논현로26길,2832587,1376564,1456022
2131,논현로159길,3694609,1673236,2021374
2132,논현로139길,3809070,1861555,1947514
2133,논현로123길,4143050,1987362,2155688
2134,논현로115길,6290255,3115355,3174901
2135,논현로10길,3361415,1642582,1718834
2136,논현로106길,4259131,2194490,2064641
2137,남부순환로365길,4218048,2005499,2212548
2138,개포로82길,669915,307105,362809
2139,개포로28길,2342051,1145889,1196162
2140,개포로20길,3594554,1793994,1800560
2141,개포로17길,2580720,1282695,1298026
2142,강남대로140길,3455511,1699284,1756227
2143,강남대로136길,4606110,2269994,2336116
2144,강남대로118길,4931397,2368956,2562442
2145,서초중앙로8길,4468324,2214030,2254293
2146,방배중앙로21길,4807337,2194720,2612616
2147,효령로72길,3124946,1581412,1543532
2148,효령로34길,2030763,970412,1060350
2149,효령로31길,3944739,1829927,2114813
2150,효령로23길,3745596,1763655,1981941
2151,청두곶길,4887406,2173822,2713583
2152,주흥길,5633689,2762782,2870906
2153,주흥15길,5109462,2491753,2617709
2154,언남길,2657651,1356843,1300807
2155,신반포로45길,4525951,2226822,2299129
2156,서초대로8길,3391924,1527291,1864633
2157,서초대로64길,3415431,1649291,1766139
2158,서초대로4길,4813223,2139236,2673988
2159,서초대로25길,4684504,2110789,2573714
2160,서초대로23길,4060792,1841228,2219564
2161,서초대로15길,3962258,1778038,2184220
2162,사평대로57길,5327142,2659563,2667580
2163,사평대로26길,2213653,964209,1249444
2164,사평대로22길,3335940,1451938,1884003
2165,사임당로17길,4311992,2179709,2132282
2166,방배로42길,3195336,1435982,1759355
2167,방배로35길,4595890,2074763,2521127
2168,방배로18길,3406231,1544340,1861892
2169,반포대로9길,2838396,1383861,1454535
2170,바우뫼로39길,3437167,1675097,1762070
2171,마방로2길,2177812,1119910,1057902
2172,방배천로4안길,4059196,1849940,2209256
2173,동산로19길,3678744,1831305,1847437
2174,동산로10길,2828239,1379038,1449201
2175,동광로39길,3373684,1457928,1915755
2176,동광로1길,4802273,2199222,2603051
2177,동광로12길,6042642,2727104,3315537
2178,논현로27길,2849243,1412772,1436470
2179,논현로1길,3301301,1597878,1703422
2180,남부순환로339길,2634743,1334065,1300677
2181,남부순환로325길,3315947,1684234,1631714
2182,남부순환로317길,3456893,1715802,1741090
2183,고무래로8길,2823454,1302095,1521359
2184,강남대로8길,2956570,1489267,1467304
2185,강남대로34길,3532653,1717399,1815253
2186,강남대로23길,1389878,718162,671716
2187,소담길,6650192,3234792,3415399
2188,원신길,3139962,1647623,1492339
2189,양지길,3778974,1975915,1803059
2190,양산길,3409611,1739032,1670580
2191,호암로24길,8158964,4773748,3385217
2192,호암로20길,8185266,4805845,3379421
2193,행운길,8178670,3865944,4312726
2194,행운1길,7784243,3680582,4103663
2195,청림3길,6091814,2820245,3271570
2196,청룡길,8171191,3879979,4291212
2197,청룡8길,6429498,3108387,3321111
2198,중앙길,9119698,4156734,4962964
2199,조원중앙로2길,5416148,2630686,2785462
2200,조원로18길,4494143,2158848,2335294
2201,조원로10길,6009007,3110246,2898761
2202,장군봉2길,5070026,2475355,2594671
2203,장군봉1길,5860372,2817455,3042916
2204,인헌길,4789191,2167932,2621260
2205,은천로25길,4176019,1852792,2323227
2206,양녕로6길,8259367,3810863,4448503
2207,신원로3길,7634903,3668433,3966469
2208,신사로20길,4503447,2110731,2392716
2209,신림로65길,8624250,4335918,4288331
2210,신림로64길,6346579,3204272,3142308
2211,신림로48길,3878154,1914932,1963220
2212,신림로38길,4957380,2502119,2455261
2213,신림로28길,6340495,3560131,2780364
2214,신림로11길,5789770,3488739,2301031
2215,신림동길,8659437,4365613,4293823
2216,승방길,4837035,2226820,2610214
2217,서림7길,4340493,2447151,1893342
2218,봉천로33길,7527612,3460559,4067053
2219,봉천로13길,5127918,2452681,2675237
2220,복은길,5563113,2947283,2615829
2221,법원단지길,4933479,2303493,2629986
2222,법원단지9길,5377637,2501658,2875979
2223,미성5길,4726394,2232310,2494084
2224,대학길,6478434,3944290,2534143
2225,대학14길,4764663,2879715,1884946
2226,당곡길,4297273,2082552,2214722
2227,남현길,6307855,2887055,3420800
2228,남현3길,6542983,3032778,3510207
2229,남현2길,7813313,3588535,4224777
2230,남부순환로248길,4607195,2116797,2490397
2231,남부순환로234길,4359657,2079280,2280379
2232,남부순환로172길,6135361,2960021,3175340
2233,남부순환로161길,5591910,2656199,2935711
2234,남부순환로151길,4899072,2342067,2557005
2235,남부순환로142길,4059884,1946262,2113620
2236,난향길,1386981,655713,731268
2237,난우길,5686997,2664597,3022400
2238,난곡로74길,4925221,2339181,2586041
2239,난곡로34길,4705503,2209003,2496499
2240,난곡로26길,3715452,1756195,1959258
2241,난곡로24길,2851372,1350252,1501119
2242,낙성대역길,5986703,2818316,3168387
2243,국회단지길,5663409,2614011,3049398
2244,구암길,3429892,1561907,1867985
2245,관천로22길,6973972,3438325,3535647
2246,관천로15길,6959101,3313327,3645773
2247,관악로30길,5116828,2375948,2740879
2248,관악로28길,4984185,2334831,2649353
2249,관악로14길,7107524,3384533,3722990
2250,관악로10길,5424349,2598749,2825600
2251,흑석로9길,2466883,1160584,1306299
2252,흑석로13길,2434368,1131507,1302862
2253,장승배기로27길,4894085,2527835,2366250
2254,장승배기로19길,4766307,2302583,2463722
2255,장승배기로10길,4782122,2204815,2577307
2256,여의대방로46길,2983742,1432417,1551325
2257,여의대방로24길,3820375,1782803,2037572
2258,여의대방로22카길,4906934,2254683,2652252
2259,여의대방로22나길,2617943,1218593,1399350
2260,여의대방로22길,3514205,1629910,1884296
2261,양녕로26길,3628515,1605851,2022664
2262,신대방길,3992038,1875736,2116303
2263,성대로29길,5600693,2516714,3083980
2264,성대로1길,4716013,2106948,2609065
2265,서달로8가길,3824489,1757968,2066523
2266,서달로15길,2139659,1006349,1133309
2267,서달로14길,2814013,1309134,1504880
2268,서달로10길,4090703,1861360,2229344
2269,상도로62길,5246532,2474546,2771985
2270,상도로61길,3984797,1921344,2063451
2271,상도로47길,4506699,2104512,2402187
2272,상도로37길,4346005,2017536,2328468
2273,상도로15길,5813074,2622618,3190456
2274,사당로8길,6087915,2773538,3314376
2275,사당로30길,3941315,1816871,2124443
2276,사당로2차길,3139417,1438479,1700938
2277,사당로29길,4954897,2299309,2655587
2278,사당로26길,5059110,2309906,2749204
2279,사당로23나길,2693926,1223253,1470673
2280,사당로23길,3152485,1419062,1733423
2281,사당로20길,5291395,2407535,2883860
2282,사당로16길,6868672,3119402,3749270
2283,사당로16가길,5821582,2633490,3188093
2284,만양로8길,6272731,3276428,2996302
2285,만양로14길,4426346,2379815,2046531
2286,등용로14길,3065315,1535047,1530267
2287,동작대로7길,7511680,3501085,4010595
2288,동작대로35길,5075091,2339633,2735460
2289,동작대로33길,6395214,2955538,3439676
2290,동작대로29길,4401367,2043032,2358335
2291,동작대로17길,4794449,2210409,2584040
2292,대방동2길,3253877,1481625,1772251
2293,대방동27길,2817834,1314525,1503308
2294,노량진로6길,4591430,2264637,2326792
2295,국사봉길,7049388,3148925,3900462
2296,국사봉2길,4999448,2244958,2754489
2297,국사봉1길,6181961,2745565,3436396
2298,영신로9길,5305284,2587902,2717381
2299,영등포로84길,5129182,2468060,2661122
2300,영등포로80길,4907464,2357203,2550261
2301,영등포로62길,3691016,1851622,1839394
2302,영등포로35길,3540839,1769382,1771456
2303,영등포로27길,4147578,2012512,2135065
2304,영등포로25길,3482996,1683620,1799377
2305,여의대방로61길,2562639,1285165,1277474
2306,여의대방로43나길,4775421,2247019,2528403
2307,여의대방로39길,2465194,1149615,1315579
2308,여의대방로35길,4146472,1928550,2217922
2309,양평로28길,1385987,702568,683420
2310,양평로22라길,1876604,948136,928469
2311,양평로19길,3095397,1572223,1523175
2312,신길로60길,5406681,2662719,2743963
2313,신길로42길,4596780,2201174,2395607
2314,신길로42가길,6837780,3300642,3537138
2315,신길로39길,5006977,2405763,2601214
2316,신길로17길,4584671,2167141,2417530
2317,선유서로28길,3040017,1511295,1528723
2318,선유서로25길,2417722,1188932,1228787
2319,선유서로24길,3167713,1565412,1602301
2320,선유로55길,2333081,1184586,1148495
2321,디지털로74길,5102533,2377370,2725163
2322,디지털로57길,5735113,2786261,2948852
2323,디지털로37길,5691202,2779803,2911398
2324,도신로62길,5241209,2476915,2764293
2325,도신로60길,4821701,2300108,2521594
2326,도신로29길,4873534,2321214,2552318
2327,도신로15길,5024783,2401504,2623279
2328,도림천로21길,5378283,2671750,2706532
2329,도림로63길,3987267,1940093,2047175
2330,도림로147길,2400827,1191521,1209306
2331,도림로112길,5138152,2435076,2703078
2332,대림로8길,5665783,2666446,2999337
2333,대림로7길,3664118,1743178,1920941
2334,대림로44길,3234241,1580371,1653870
2335,대림로34길,3632040,1807697,1824343
2336,대림로31길,3972930,1985980,1986951
2337,대림로29길,5475770,2696424,2779346
2338,대림로22길,6050857,2876149,3174708
2339,당산로46길,2812335,1361957,1450379
2340,당산로38길,3986293,1900302,2085990
2341,당산로37길,4544781,2183014,2361767
2342,당산로31길,3625494,1774337,1851157
2343,국회대로56길,3014104,1608414,1405689
2344,경인로90길,2195889,1082046,1113844
2345,경인로80길,2634271,1322301,1311970
2346,경인로77길,2566811,1278589,1288220
2347,가마산로61길,4656143,2195993,2460151
2348,시흥대로94길,3561292,1719566,1841726
2349,시흥대로84길,4253527,1967800,2285728
2350,시흥대로68길,4734693,2223958,2510735
2351,시흥대로63길,1910357,928134,982224
2352,시흥대로62가길,3991594,1887922,2103671
2353,시흥대로36길,1298389,623429,674960
2354,시흥대로22길,1519890,756924,762965
2355,시흥대로153길,3106944,1688323,1418622
2356,시흥대로150길,4621030,2288221,2332810
2357,시흥대로141길,3362789,1774180,1588609
2358,시흥대로138길,2461740,1254567,1207173
2359,시흥대로120길,4220204,2058460,2161744
2360,벚꽃로56길,2130004,1209314,920690
2361,범안로17길,1676810,899866,776945
2362,범안로11길,2009048,1100151,908896
2363,문성로5길,4765829,2284184,2481645
2364,독산로85길,3191522,1532746,1658776
2365,독산로78다길,5404713,2566740,2837973
2366,독산로70길,5029454,2404064,2625389
2367,독산로64길,3710213,1757779,1952433
2368,독산로50길,2174804,971423,1203382
2369,독산로40길,3670941,1670609,2000332
2370,독산로108길,4672800,2256971,2415829
2371,남부순환로112길,3475972,1901158,1574815
2372,금하로24길,2778311,1311543,1466767
2373,금하로1길,558922,275980,282941
2374,금하로14길,3188911,1533661,1655250
2375,가산로5길,2918060,1603812,1314247
2376,가산로3길,2098681,1174672,924008
2377,중앙로1길,2206191,1069079,1137113
2378,중앙로15길,3178975,1492301,1686673
2379,우마길,3936275,2125869,1810407
2380,오류로8길,3626598,1676125,1950473
2381,신도림로13길,2178623,1041357,1137265
2382,새말로18길,2857383,1402047,1455336
2383,부일로1길,875099,419570,455529
2384,부일로15길,1905150,905224,999925
2385,부일로11길,2038536,954090,1084446
2386,디지털로32길,3923368,2109811,1813557
2387,디지털로32가길,3820076,2084223,1735854
2388,디지털로27길,4327507,2328431,1999075
2389,도림로6길,5282802,2746851,2535951
2390,도림로12길,5694631,2848708,2845923
2391,남부순환로97길,2261478,1071454,1190022
2392,구로중앙로8길,4898593,2406097,2492495
2393,구로중앙로7길,4933350,2385760,2547588
2394,구로중앙로42길,2197052,1069912,1127139
2395,구로중앙로34길,3449383,1663362,1786021
2396,구로중앙로28길,5116079,2473695,2642384
2397,구로중앙로19길,3577713,1705770,1871943
2398,구로동로8길,8300588,4131596,4168992
2399,구로동로7길,4987497,2581251,2406246
2400,구로동로42길,4554380,2192727,2361652
2401,구로동로41길,4092826,1962053,2130773
2402,구로동로38길,4661981,2226980,2434999
2403,구로동로28길,4452367,2116987,2335379
2404,구로동로15길,3295946,1665179,1630767
2405,공원로6가길,3686333,1795850,1890483
2406,고척로52길,3146500,1496179,1650322
2407,고척로27다길,4117452,1985689,2131763
2408,고척로27길,4590459,2205242,2385218
2409,고척로21나길,4021124,1916519,2104606
2410,경인로47길,3242243,1565757,1676487
2411,경인로35길,3409318,1638535,1770782
2412,경인로31길,2984815,1454111,1530703
2413,경인로15길,3185419,1534607,1650814
2414,개봉로3길,2641860,1239114,1402746
2415,개봉로2길,3002368,1384844,1617523
2416,개봉로23가길,2616559,1241034,1375524
2417,개봉로20길,2797067,1302140,1494927
2418,개봉로1길,1729160,814159,915001
2419,개봉로17다길,4085436,1875734,2209702
2420,개봉로17길,3520534,1618317,1902217
2421,개봉로11길,3943613,1809562,2134051
2422,화곡로64길,3995231,1879372,2115858
2423,화곡로59길,2575318,1218643,1356676
2424,화곡로44나길,4317503,2046177,2271326
2425,화곡로31길,6005719,2735283,3270436
2426,화곡로20길,5960951,2752165,3208785
2427,화곡로13길,4545426,2108655,2436770
2428,초원로16길,4146322,1982172,2164150
2429,초록마을로8길,6548671,2955944,3592726
2430,초록마을로3길,5085074,2398805,2686269
2431,월정로20길,8273914,3946244,4327671
2432,우장산로6길,4273024,1885419,2387605
2433,양천로73가길,4887481,2287518,2599962
2434,양천로71길,4556057,2109979,2446078
2435,양천로49길,1062110,530144,531967
2436,양천로26길,1794048,852407,941638
2437,양천로24길,4651345,2189131,2462215
2438,양천로24가길,4478766,2128623,2350144
2439,양천로14길,4577462,2189506,2387956
2440,방화대로6라길,1636250,860845,775405
2441,방화대로21길,2775400,1381433,1393967
2442,등촌로5길,5194696,2354245,2840450
2443,등촌로55길,3345990,1536142,1809848
2444,등촌로51길,3748274,1708033,2040241
2445,등촌로39길,3301640,1514984,1786655
2446,등촌로13길,5470979,2493838,2977142
2447,남부순환로11길,2976147,1547437,1428711
2448,까치산로4길,7803455,3535039,4268417
2449,국회대로7길,4912674,2292946,2619728
2450,공항대로8길,3104833,1589060,1515773
2451,공항대로61길,4753377,2208449,2544928
2452,공항대로59다길,5977988,2781208,3196779
2453,공항대로59길,4843993,2260487,2583504
2454,공항대로55길,3495552,1642195,1853358
2455,공항대로42길,2868932,1277651,1591282
2456,공항대로38길,2179223,978330,1200892
2457,곰달래로60길,4416710,2011099,2405612
2458,곰달래로53길,4698114,2117786,2580328
2459,곰달래로47길,5109434,2317522,2791912
2460,곰달래로31길,5807103,2650966,3156136
2461,곰달래로25길,7607429,3485546,4121883
2462,개화동로25길,3267085,1592920,1674165
2463,개화동로23길,4261075,2071611,2189463
2464,강서로8길,8094287,3792255,4302032
2465,강서로5라길,4721953,2214867,2507085
2466,강서로5나길,9143874,4375868,4768005
2467,강서로5가길,10271200,4856323,5414878
2468,강서로47라길,4518041,1947136,2570905
2469,강서로47길,5105133,2229123,2876011
2470,강서로45다길,4874277,2182846,2691431
2471,강서로45길,3527062,1550179,1976882
2472,강서로35길,5120210,2347596,2772614
2473,강서로29길,7408196,3376720,4031476
2474,강서로18길,9035361,4055219,4980140
2475,강서로17가길,7097054,3231056,3865998
2476,강서로15길,13792503,6416388,7376115
2477,가로공원로80길,6162371,2772515,3389856
2478,가로공원로76가길,7390493,3358820,4031673
2479,화곡로4길,2300530,1126127,1174404
2480,화곡로3길,1598756,787729,811027
2481,지양로7길,2100607,995854,1104754
2482,중앙로55길,4995075,2354148,2640927
2483,중앙로51길,5606558,2583265,3023294
2484,중앙로47길,4593346,2189532,2403813
2485,중앙로45길,5120711,2409416,2711293
2486,중앙로36길,2901546,1389715,1511831
2487,중앙로32길,2795628,1289707,1505921
2488,중앙로25길,3377505,1614525,1762980
2489,은행정로7길,5390198,2548792,2841406
2490,은행정로5길,3249762,1534468,1715293
2491,오목로5길,5392263,2542008,2850255
2492,오목로3길,5046835,2405214,2641621
2493,오목로30길,6771253,3180467,3590785
2494,오목로23길,6132573,2882511,3250062
2495,신월로20길,4135232,1945494,2189738
2496,신월로15길,5219245,2453465,2765781
2497,신목로6길,5270762,2429122,2841642
2498,신목로5길,3228562,1492340,1736222
2499,신목로2길,4063677,1876953,2186725
2500,목동중앙서로8가길,3408843,1531337,1877506
2501,목동중앙서로7길,6341508,2886406,3455103
2502,목동중앙북로8길,4568502,2072362,2496140
2503,목동중앙북로16길,4101321,1871483,2229838
2504,목동중앙본로7길,7459128,3442718,4016410
2505,목동중앙로3길,5696597,2634214,3062384
2506,목동중앙로13나길,701111,349268,351843
2507,목동중앙남로3가길,6446474,3000035,3446438
2508,목동로9길,4532668,2106814,2425852
2509,목동로19길,5159135,2424144,2734991
2510,목동동로8길,1930299,885101,1045198
2511,목동동로12길,4848863,2207108,2641756
2512,목동남로4길,1980470,907679,1072790
2513,남부순환로88길,1566014,742020,823993
2514,남부순환로79길,3025592,1454452,1571141
2515,남부순환로70길,3303884,1570386,1733498
2516,남부순환로58길,2897375,1348586,1548788
2517,남부순환로40길,3028643,1441708,1586934
2518,남부순환로33길,3971197,1887756,2083441
2519,곰달래로5길,4487116,2099923,2387193
2520,곰달래로3길,4460372,2052649,2407723
2521,곰달래로2길,3190392,1511048,1679344
2522,곰달래로10길,5730460,2726515,3003944
2523,가로공원로58길,2267864,1081470,1186394
2524,효창원로93길,6749449,3061414,3688035
2525,토정로37길,6122447,2883811,3238636
2526,월드컵로8길,5052274,2319090,2733184
2527,월드컵로7길,5146864,2252291,2894574
2528,월드컵로36길,5017787,2221778,2796009
2529,월드컵로25길,7068332,3155037,3913295
2530,월드컵로19길,6117878,2680858,3437019
2531,월드컵로16길,6317180,2797607,3519573
2532,월드컵로11길,6128812,2661860,3466953
2533,월드컵로10길,5904480,2654806,3249674
2534,와우산로3길,3091045,1459025,1632020
2535,와우산로29길,3653429,1662694,1990736
2536,와우산로29가길,3165555,1442720,1722834
2537,양화진길,2685073,1220727,1464347
2538,양화로1길,4012751,1753208,2259543
2539,양화로11길,4410585,2044907,2365678
2540,신촌로30길,4432319,1962861,2469458
2541,신촌로28가길,4312028,1881947,2430082
2542,신촌로12길,5410444,2495524,2914921
2543,숭문길,3963746,1869090,2094656
2544,숭문8길,3811122,1735079,2076043
2545,성지3길,2530162,1188693,1341469
2546,성산로4길,5172960,2313822,2859138
2547,성미산로32길,4671234,2045159,2626076
2548,성미산로1길,6571632,2919179,3652453
2549,성미산로11길,4294136,1910091,2384043
2550,백범로16길,6068828,2909470,3159358
2551,방울내로9안길,5880317,2627462,3252855
2552,모래내로7길,3916567,1753197,2163370
2553,매봉산로2길,2295491,1144849,1150641
2554,망원로2길,6579972,2909362,3670609
2555,망원로11길,6500357,2885650,3614707
2556,만리재옛길,7177271,3304382,3872889
2557,마포대로4길,4610975,2224261,2386714
2558,마포대로20길,4978077,2302590,2675486
2559,마포대로12길,5397437,2526277,2871159
2560,동교로38길,5459210,2434916,3024297
2561,동교로27길,6294955,2795381,3499572
2562,동교로25길,4554879,2081501,2473377
2563,동교로19길,4566942,2110518,2456424
2564,동교로17길,5318681,2449661,2869021
2565,독막로8길,2887220,1375224,1511995
2566,독막로32길,5924952,2800483,3124469
2567,독막로22길,2798160,1300752,1497408
2568,도화길,5282455,2536279,2746176
2569,도화4길,5540301,2604890,2935411
2570,대흥로28길,4481220,1897692,2583528
2571,대흥로21길,6788528,2954070,3834458
2572,광성로6길,4315113,2117153,2197961
2573,홍제내길,2216882,986590,1230291
2574,홍연길,3753051,1686112,2066938
2575,통일로39길,4148926,1845269,2303657
2576,통일로37길,5228984,2332934,2896049
2577,통일로11길,2581602,1172202,1409400
2578,충정로6길,3127425,1615612,1511813
2579,충정로4길,9427575,4823152,4604422
2580,증가로6길,5989702,2746764,3242938
2581,증가로23나길,9592419,4312129,5280289
2582,증가로20가길,7747632,3457567,4290065
2583,증가로10길,5843469,2690048,3153420
2584,응암로1길,6195915,2828815,3367100
2585,연희로10길,2554790,1228259,1326532
2586,신촌로37길,15147726,7649434,7498293
2587,수색로8길,3324664,1533376,1791288
2588,세무서길,5499372,2502533,2996839
2589,세무서2길,5044959,2284188,2760773
2590,세검정로1길,4598893,2100171,2498720
2591,북아현로4길,16568887,8341127,8227760
2592,모래내로15길,4602794,2088539,2514254
2593,명지대길,5825844,2668025,3157819
2594,독립문로8길,6107563,2845438,3262125
2595,가재울로6길,4746260,2164501,2581760
2596,통일로92길,6295745,2935832,3359912
2597,통일로87길,7543087,3455808,4087279
2598,통일로78길,4835567,2202923,2632645
2599,통일로69길,6396171,2829637,3566534
2600,진흥로1길,9315439,4169159,5146281
2601,진흥로12길,7350991,3288030,4062961
2602,증산서길,2881638,1363921,1517717
2603,증산로9길,3467818,1591050,1876769
2604,증산로5길,2920323,1349717,1570608
2605,증산로21길,8209994,3728784,4481210
2606,증산로17길,4785384,2274828,2510556
2607,증산로15길,3924529,1869055,2055474
2608,증산로13길,5928892,2773661,3155229
2609,응암로34길,8113301,3588401,4524900
2610,응암로22길,6129753,2725803,3403950
2611,응암로14길,5641331,2620402,3020929
2612,응암로13길,5614427,2628346,2986081
2613,응암로12길,5424205,2503078,2921128
2614,은평로8길,9806870,4324412,5482458
2615,은평로3길,8114961,3677762,4437199
2616,은평로20길,2539666,1167889,1371777
2617,은평로13길,5844659,2620869,3223790
2618,은평로10길,5384012,2420245,2963766
2619,연서로5길,7422090,3340716,4081376
2620,연서로41길,4626124,2126163,2499961
2621,연서로3길,6246025,2821142,3424881
2622,연서로34길,5017508,2271899,2745611
2623,연서로33길,4468177,2048182,2419996
2624,연서로29길,6673374,3019797,3653577
2625,연서로28길,6750183,3054592,3695592
2626,연서로27길,8945236,4024512,4920722
2627,연서로21길,6413972,2830106,3583867
2628,연서로17길,5994853,2616847,3378004
2629,연서로16길,7554819,3344485,4210334
2630,연서로13길,6454821,2814720,3640101
2631,연서로11길,6677255,2953367,3723888
2632,역말로9길,7191753,3148043,4043710
2633,수색로18길,1264218,640000,624218
2634,서오릉로8길,6349806,2844322,3505483
2635,서오릉로21길,4165672,1863587,2302084
2636,불광천길,8125600,3627191,4498408
2637,갈현로7길,6363611,2860888,3502723
2638,갈현로41길,6040070,2731874,3308196
2639,갈현로33길,6466128,2880728,3585400
2640,갈현로1길,6197827,2841249,3356578
2641,가좌로7길,9188579,4167730,5020848
2642,한글비석로44길,6167590,2834587,3333006
2643,한글비석로24길,6849177,3145235,3703943
2644,한글비석로22길,4231774,1932128,2299646
2645,석계로1길,3502366,1712445,1789922
2646,상계로9가길,8802402,3980520,4821883
2647,상계로1길,6079185,2841738,3237448
2648,상계로12길,10229718,4564756,5664961
2649,동일로242길,2828302,1300093,1528208
2650,동일로192길,9250552,4503971,4746581
2651,동일로173가길,6801251,3258139,3543113
2652,공릉로58길,1564997,724122,840876
2653,해등로16길,4600571,2116310,2484261
2654,우이천로4다길,5116191,2343435,2772755
2655,우이천로32길,3767688,1684535,2083152
2656,시루봉로23길,2103140,1024790,1078350
2657,삼양로144길,2114459,906670,1207789
2658,방학로6가길,4798387,2269779,2528609
2659,방학로5길,5711271,2656669,3054603
2660,방학로15길,2338029,1057627,1280403
2661,방학로10길,3599220,1684482,1914739
2662,도봉산길,1361700,666041,695657
2663,도봉산4길,368245,179166,189079
2664,도봉로181길,2038215,1000343,1037871
2665,도봉로169나길,1546229,748547,797683
2666,도봉로156길,1660876,818081,842796
2667,도봉로152가길,1773638,868885,904754
2668,도봉로147길,4782046,2276024,2506021
2669,도봉로143길,3487733,1654423,1833311
2670,도봉로114길,9005314,4106452,4898863
2671,도봉로109길,7328221,3333636,3994586
2672,도당로29길,4519813,2162773,2357040
2673,도당로19길,4386080,2074233,2311847
2674,도당로13바길,4045645,1906736,2138909
2675,도당로13가길,4139938,1951333,2188605
2676,덕릉로60길,5208075,2366753,2841321
